1,21 Mar 2014,10:27:46,1395368866.79,http://192.168.0.250:8305/,200,OK,116,0.008630,0.008549,default_timer
1,21 Mar 2014,10:27:46,1395368866.83,http://192.168.0.250:8305/,200,OK,116,0.038991,0.038930,default_timer
1,21 Mar 2014,10:27:46,1395368866.84,http://192.168.0.250:8305/,200,OK,116,0.003611,0.003557,default_timer
1,21 Mar 2014,10:27:46,1395368866.84,http://192.168.0.250:8305/,200,OK,116,0.005772,0.005714,default_timer
1,21 Mar 2014,10:27:46,1395368866.85,http://192.168.0.250:8305/,200,OK,116,0.004158,0.004102,default_timer
1,21 Mar 2014,10:27:46,1395368866.85,http://192.168.0.250:8305/,200,OK,116,0.003512,0.003445,default_timer
1,21 Mar 2014,10:27:46,1395368866.86,http://192.168.0.250:8305/,200,OK,116,0.003337,0.003279,default_timer
1,21 Mar 2014,10:27:46,1395368866.86,http://192.168.0.250:8305/,200,OK,116,0.003347,0.003293,default_timer
1,21 Mar 2014,10:27:46,1395368866.86,http://192.168.0.250:8305/,200,OK,116,0.003495,0.003415,default_timer
1,21 Mar 2014,10:27:46,1395368866.87,http://192.168.0.250:8305/,200,OK,116,0.008027,0.007967,default_timer
1,21 Mar 2014,10:27:46,1395368866.88,http://192.168.0.250:8305/,200,OK,116,0.005462,0.005403,default_timer
1,21 Mar 2014,10:27:46,1395368866.93,http://192.168.0.250:8305/,200,OK,116,0.050493,0.050429,default_timer
1,21 Mar 2014,10:27:46,1395368866.95,http://192.168.0.250:8305/,200,OK,116,0.019639,0.019582,default_timer
1,21 Mar 2014,10:27:46,1395368866.99,http://192.168.0.250:8305/,200,OK,116,0.037475,0.037410,default_timer
1,21 Mar 2014,10:27:46,1395368866.99,http://192.168.0.250:8305/,200,OK,116,0.003451,0.003395,default_timer
1,21 Mar 2014,10:27:47,1395368867.01,http://192.168.0.250:8305/,200,OK,116,0.017285,0.017222,default_timer
1,21 Mar 2014,10:27:47,1395368867.29,http://192.168.0.250:8305/,200,OK,116,0.276516,0.276446,default_timer
1,21 Mar 2014,10:27:47,1395368867.29,http://192.168.0.250:8305/,200,OK,116,0.003450,0.003387,default_timer
1,21 Mar 2014,10:27:47,1395368867.3,http://192.168.0.250:8305/,200,OK,116,0.003611,0.003543,default_timer
1,21 Mar 2014,10:27:47,1395368867.3,http://192.168.0.250:8305/,200,OK,116,0.005343,0.005279,default_timer
1,21 Mar 2014,10:27:47,1395368867.31,http://192.168.0.250:8305/,200,OK,116,0.008682,0.008608,default_timer
1,21 Mar 2014,10:27:47,1395368867.35,http://192.168.0.250:8305/,200,OK,116,0.042276,0.042212,default_timer
1,21 Mar 2014,10:27:47,1395368867.37,http://192.168.0.250:8305/,200,OK,116,0.012742,0.012682,default_timer
1,21 Mar 2014,10:27:47,1395368867.37,http://192.168.0.250:8305/,200,OK,116,0.005007,0.004944,default_timer
1,21 Mar 2014,10:27:47,1395368867.38,http://192.168.0.250:8305/,200,OK,116,0.004853,0.004779,default_timer
1,21 Mar 2014,10:27:47,1395368867.39,http://192.168.0.250:8305/,200,OK,116,0.005967,0.005890,default_timer
1,21 Mar 2014,10:27:47,1395368867.4,http://192.168.0.250:8305/,200,OK,116,0.012757,0.012681,default_timer
1,21 Mar 2014,10:27:47,1395368867.4,http://192.168.0.250:8305/,200,OK,116,0.004535,0.004447,default_timer
1,21 Mar 2014,10:27:47,1395368867.43,http://192.168.0.250:8305/,200,OK,116,0.023351,0.023291,default_timer
1,21 Mar 2014,10:27:47,1395368867.45,http://192.168.0.250:8305/,200,OK,116,0.023845,0.023782,default_timer
