1,21  3月 2014,14:25:12,1395383112.05,http://192.168.0.250:8305/,200,OK,116,0.048664,0.048503,default_timer
1,21  3月 2014,14:25:12,1395383112.05,http://192.168.0.250:8305/,200,OK,116,0.004884,0.004720,default_timer
1,21  3月 2014,14:25:12,1395383112.06,http://192.168.0.250:8305/,200,OK,116,0.004974,0.004918,default_timer
1,21  3月 2014,14:25:12,1395383112.06,http://192.168.0.250:8305/,200,OK,116,0.004106,0.004056,default_timer
1,21  3月 2014,14:25:12,1395383112.07,http://192.168.0.250:8305/,200,OK,116,0.004974,0.004928,default_timer
1,21  3月 2014,14:25:12,1395383112.07,http://192.168.0.250:8305/,200,OK,116,0.003697,0.003653,default_timer
1,21  3月 2014,14:25:12,1395383112.08,http://192.168.0.250:8305/,200,OK,116,0.004033,0.003988,default_timer
1,21  3月 2014,14:25:12,1395383112.08,http://192.168.0.250:8305/,200,OK,116,0.004002,0.003953,default_timer
1,21  3月 2014,14:25:12,1395383112.09,http://192.168.0.250:8305/,200,OK,116,0.003830,0.003776,default_timer
1,21  3月 2014,14:25:12,1395383112.09,http://192.168.0.250:8305/,200,OK,116,0.005802,0.005735,default_timer
1,21  3月 2014,14:25:12,1395383112.1,http://192.168.0.250:8305/,200,OK,116,0.003746,0.003699,default_timer
1,21  3月 2014,14:25:12,1395383112.1,http://192.168.0.250:8305/,200,OK,116,0.003778,0.003721,default_timer
1,21  3月 2014,14:25:12,1395383112.11,http://192.168.0.250:8305/,200,OK,116,0.003815,0.003765,default_timer
1,21  3月 2014,14:25:12,1395383112.11,http://192.168.0.250:8305/,200,OK,116,0.004667,0.004618,default_timer
1,21  3月 2014,14:25:12,1395383112.11,http://192.168.0.250:8305/,200,OK,116,0.003837,0.003790,default_timer
1,21  3月 2014,14:25:12,1395383112.12,http://192.168.0.250:8305/,200,OK,116,0.004099,0.004049,default_timer
1,21  3月 2014,14:25:12,1395383112.12,http://192.168.0.250:8305/,200,OK,116,0.004149,0.004099,default_timer
1,21  3月 2014,14:25:12,1395383112.13,http://192.168.0.250:8305/,200,OK,116,0.005427,0.005381,default_timer
1,21  3月 2014,14:25:12,1395383112.14,http://192.168.0.250:8305/,200,OK,116,0.004554,0.004506,default_timer
1,21  3月 2014,14:25:12,1395383112.14,http://192.168.0.250:8305/,200,OK,116,0.003882,0.003838,default_timer
1,21  3月 2014,14:25:12,1395383112.14,http://192.168.0.250:8305/,200,OK,116,0.004430,0.004384,default_timer
1,21  3月 2014,14:25:12,1395383112.15,http://192.168.0.250:8305/,200,OK,116,0.003664,0.003605,default_timer
1,21  3月 2014,14:25:12,1395383112.15,http://192.168.0.250:8305/,200,OK,116,0.003919,0.003840,default_timer
1,21  3月 2014,14:25:12,1395383112.16,http://192.168.0.250:8305/,200,OK,116,0.003762,0.003709,default_timer
1,21  3月 2014,14:25:12,1395383112.16,http://192.168.0.250:8305/,200,OK,116,0.003698,0.003649,default_timer
1,21  3月 2014,14:25:12,1395383112.17,http://192.168.0.250:8305/,200,OK,116,0.003787,0.003734,default_timer
1,21  3月 2014,14:25:12,1395383112.17,http://192.168.0.250:8305/,200,OK,116,0.004108,0.004059,default_timer
1,21  3月 2014,14:25:12,1395383112.18,http://192.168.0.250:8305/,200,OK,116,0.003951,0.003884,default_timer
1,21  3月 2014,14:25:12,1395383112.18,http://192.168.0.250:8305/,200,OK,116,0.005365,0.005297,default_timer
1,21  3月 2014,14:25:12,1395383112.19,http://192.168.0.250:8305/,200,OK,116,0.003918,0.003865,default_timer
1,21  3月 2014,14:25:12,1395383112.19,http://192.168.0.250:8305/,200,OK,116,0.007728,0.007678,default_timer
1,21  3月 2014,14:25:12,1395383112.2,http://192.168.0.250:8305/,200,OK,116,0.003738,0.003685,default_timer
1,21  3月 2014,14:25:12,1395383112.2,http://192.168.0.250:8305/,200,OK,116,0.003871,0.003825,default_timer
1,21  3月 2014,14:25:12,1395383112.21,http://192.168.0.250:8305/,200,OK,116,0.004491,0.004372,default_timer
1,21  3月 2014,14:25:12,1395383112.21,http://192.168.0.250:8305/,200,OK,116,0.004875,0.004747,default_timer
1,21  3月 2014,14:25:12,1395383112.22,http://192.168.0.250:8305/,200,OK,116,0.005131,0.005072,default_timer
1,21  3月 2014,14:25:12,1395383112.23,http://192.168.0.250:8305/,200,OK,116,0.004704,0.004594,default_timer
1,21  3月 2014,14:25:12,1395383112.24,http://192.168.0.250:8305/,200,OK,116,0.009350,0.009171,default_timer
1,21  3月 2014,14:25:12,1395383112.24,http://192.168.0.250:8305/,200,OK,116,0.004763,0.004653,default_timer
1,21  3月 2014,14:25:12,1395383112.25,http://192.168.0.250:8305/,200,OK,116,0.004789,0.004679,default_timer
1,21  3月 2014,14:25:12,1395383112.26,http://192.168.0.250:8305/,200,OK,116,0.004718,0.004593,default_timer
1,21  3月 2014,14:25:12,1395383112.26,http://192.168.0.250:8305/,200,OK,116,0.004926,0.004732,default_timer
1,21  3月 2014,14:25:12,1395383112.27,http://192.168.0.250:8305/,200,OK,116,0.006294,0.006121,default_timer
1,21  3月 2014,14:25:12,1395383112.28,http://192.168.0.250:8305/,200,OK,116,0.007572,0.007416,default_timer
1,21  3月 2014,14:25:12,1395383112.29,http://192.168.0.250:8305/,200,OK,116,0.007775,0.007545,default_timer
1,21  3月 2014,14:25:12,1395383112.29,http://192.168.0.250:8305/,200,OK,116,0.005352,0.005218,default_timer
1,21  3月 2014,14:25:12,1395383112.3,http://192.168.0.250:8305/,200,OK,116,0.006085,0.005965,default_timer
